station_code,station_name,latitude,longitude,basin,sub_basin,tambon,amphoe,province,station_type_telem,start_datetime,end_datetime,agency_name,sponsor_by
MOU357,หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นนํ้าแม่จั๊วะ,19.01259,100.17051,ยม,แม่น้ำยมตอนกลางส่วนที่ 1,สระ,เชียงม่วน,พะเยา,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU366,หน่วยพิทักษ์อุทยานแห่งชาติดอยภูนาง ภน.5 (ห้วยฮุง) ,19.04659,100.08667,null,null,หนองหล่ม,ดอกคำใต้,พะเยา,R,2024-11-20 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สำนักงานพัฒนาการวิจัยการเกษตร (องค์การมหาชน)
MOU369,หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำดอยผาจิ,19.0905,100.4088,null,null,ขุนควร,ปง,พะเยา,R,2024-11-23 15:32:58,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สำนักงานพัฒนาการวิจัยการเกษตร (องค์การมหาชน)
MOU371,สะพานบ้านขุนควร บ้านสบขาม,19.150358,100.38981,null,null,ขุนควร,ปง,พะเยา,W,2024-11-24 07:29:05,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สำนักงานพัฒนาการวิจัยการเกษตร (องค์การมหาชน)
MOU372,หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำน้ำคาง (ดอยกาด),19.1549,100.6244,null,null,ผาช้างน้อย,ปง,พะเยา,R,2024-11-22 15:30:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สำนักงานพัฒนาการวิจัยการเกษตร (องค์การมหาชน)
MOU383,สะพานคลองตรอน,17.4635,100.237,น่าน,คลองตรอน,น้ำอ่าง,ตรอน,อุตรดิตถ์,W,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU385,สะพานคลองท่าสะแก,17.253136,100.62823,น่าน,น้ำภาค,ท่าสะแก,ชาติตระการ,พิษณุโลก,W,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU387,หน่วยจัดการต้นน้ำห้วยผึ้ง,17.7877,100.66,น่าน,น้ำปาด,แสนตอ,น้ำปาด,อุตรดิตถ์,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU388,หน่วยป้องกันรักษาป่าที่ พล. ๑๑ (น้ำเลา),17.2065,101.02,น่าน,แม่น้ำแควน้อยส่วนที่ 1,บ่อโพธิ์,นครไทย,พิษณุโลก,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU390,หน่วยจัดการต้นน้ำขุนน้ำปาด,18.079514,101.14364,น่าน,น้ำปาด,ม่วงเจ็ดต้น,บ้านโคก,อุตรดิตถ์,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU394,ที่ทำการอุทยานแห่งชาติภูสอยดาว,17.6966,100.947,น่าน,น้ำภาค,บ่อภาค,ชาติตระการ,พิษณุโลก,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สมาคมแม่บ้านตำรวจ
MOU395,ที่ทำการอุทยานแห่งชาติแก่งเจ็ดแคว,17.1766,100.396,น่าน,แม่น้ำแควน้อยส่วนที่ 2,บ้านยาง,วัดโบสถ์,พิษณุโลก,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU396,ที่ทำการอุทยานแห่งชาติน้ำตกชาติตระการ,17.299622,100.679306,น่าน,น้ำภาค,ชาติตระการ,ชาติตระการ,พิษณุโลก,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU397,ที่ทำการอุทยานแห่งชาติภูหินร่องกล้า,17.0036,100.994,น่าน,แม่น้ำแควน้อยส่วนที่ 1,เนินเพิ่ม,นครไทย,พิษณุโลก,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สมาคมแม่บ้านทหารอากาศ
MOU409,สถานีเพาะชำกล้าไม้อุตรดิตถ์ ,17.7619,100.16187,น่าน,แม่น้ำน่านส่วนที่ 4/1,บ้านด่านนาขาม,เมืองอุตรดิตถ์,อุตรดิตถ์,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU413,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขป. ๒  (น้ำตกปากแจ่ม),7.730779,99.68234,ภาคใต้ฝั่งตะวันตก,แม่น้ำตรัง,ปากแจ่ม,ห้วยยอด,ตรัง,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU415,หน่วยจัดการต้นน้ำสะแกกรัง,15.502365,99.461914,สะแกกรัง,ห้วยทับเสลา,ระบำ,ลานสัก,อุทัยธานี,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU416,หน่วยจัดการต้นน้ำขุนน้ำเย็น,15.8948,99.3084,สะแกกรัง,น้ำแม่วง,แม่เล่ย์,แม่วงก์,นครสวรรค์,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU423,หน่วยจัดการต้นน้ำห้วยตลาด,16.0672,101.319,ป่าสัก,แม่น้ำป่าสักส่วนที่ 3/1,ท่าด้วง,หนองไผ่,เพชรบูรณ์,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU426,หน่วยอนุรักษ์และจัดการต้นน้ำลำห้วยสัก,17.249895,101.38313,ป่าสัก,แม่น้ำป่าสักตอนบน,วังยาว,ด่านซ้าย,เลย,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU428,หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำห้วยโล่ง,18.82737,99.83016,ยม,แม่น้ำงาว,นาแก,งาว,ลำปาง,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU431,สะพานแม่น้ำแควใหญ่,16.04942,98.84473,แม่กลอง,แม่น้ำแควใหญ่ตอนบนส่วนที่ 1,แม่กลอง,อุ้มผาง,ตาก,W,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU435,สวนไม้ดอกเมืองหนาวเบตง (หมู่บ้านปิยะมิตร ๒),5.884526,101.02208,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน,ตาเนาะแมเราะ,เบตง,ยะลา,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU441,อุโมงค์ปิยะมิตร (บ้านปิยะมิตร ๑),5.889398,101.04708,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน,ตาเนาะแมเราะ,เบตง,ยะลา,R,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU454,คลองเบตง (ชุมชนกุนุจนอง),5.785542,101.05586,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน,เบตง,เบตง,ยะลา,W,2023-10-31 10:56:32,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU464,หน่วยพิทักษ์ป่าคลองพอก,13.0987,102.196,บางปะกง,คลองพระสทึง,ทับช้าง,สอยดาว,จันทบุรี,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU467,หน่วยจัดการต้นน้ำภูไท,13.417791,101.883026,บางปะกง,คลองท่าลาด,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท ดีเอสไอ คอร์ปอเรชั่น จำกัด  และบริษัทในเครือ
MOU468,หน่วยพิทักษ์ป่าอ่างช้างน้ำ,13.2743,101.082,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2,บ้านบึง,บ้านบึง,ชลบุรี,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,บริษัท เอ็ม.เจ.บางกอกวาล์วและฟิตติ้ง จำกัด
MOU471,สะพานคลองจันทเขลม,13.003284,102.04864,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,W,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU472,สะพานคลองวังโตนด,13.1195,101.9543,ชายฝั่งทะเลตะวันออก,คลองโตนด,ขุนซ่อง,แก่งหางแมว,จันทบุรี,W,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU473,สะพานคลองสะตอ,12.7065,102.415,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด,หนองบอน,บ่อไร่,ตราด,W,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU474,หน่วยจัดการต้นน้ำน้ำหนาว,16.7712,101.6569,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,น้ำหนาว,น้ำหนาว,เพชรบูรณ์,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU475,หน่วยพิทักษ์อุทยานแห่งชาติที่ คก. ๓ (เขาพลู),12.4193,102.744,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด,ด่านชุมพล,บ่อไร่,ตราด,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU476,หน่วยจัดการต้นน้ำคลองสะตอ,12.5973,102.608,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด,นนทรีย์,บ่อไร่,ตราด,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU477,ศูนย์ศึกษาการพัฒนาการอนุรักษ์ต้นน้ำลุ่มน้ำป่าสัก,17.0821,101.4554,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,ศิลา,หล่มเก่า,เพชรบูรณ์,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU478,ที่ทำการอุทยานแห่งชาติเขาสิบห้าชั้น,13.1779,102.004,ชายฝั่งทะเลตะวันออก,คลองโตนด,ขุนซ่อง,แก่งหางแมว,จันทบุรี,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU479,ที่ทำการอุทยานแห่งชาติเขาชะเมา-เขาวง,12.912333,101.72454,ชายฝั่งทะเลตะวันออก,แม่น้ำประแส,น้ำเป็น,เขาชะเมา,ระยอง,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU480,หน่วยจัดการต้นน้ำคลองครก,13.1851,101.801,ชายฝั่งทะเลตะวันออก,คลองโตนด,พวา,แก่งหางแมว,จันทบุรี,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU481,หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำบ้านหลวง,18.77419,100.42191,ชายฝั่งทะเลตะวันออก,คลองโตนด,บ้านฟ้า,บ้านหลวง,น่าน,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU483,ศูนย์ศึกษาและพัฒนาป่าไม้อ่าวคุ้งกระเบน,12.68629,101.89493,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 3),คลองขุด,ท่าใหม่,จันทบุรี,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU484,ที่ทำการอุทยานแห่งชาติเกาะช้าง,12.12467,102.26831,null,null,เกาะช้าง,เกาะช้าง,ตราด,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU485,ที่ทำการอุทยานแห่งชาติกุยบุรี,12.05236,99.6244,เพชรบุรี-ประจวบคีรีขันธ์,คลองกุย,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU486,หน่วยพิทักษ์อุทยานแห่งชาติที่ สย. ๓ (โรงเจ ),12.228,99.9312,เพชรบุรี-ประจวบคีรีขันธ์,คลองเขาแดง,ไร่เก่า,สามร้อยยอด,ประจวบคีรีขันธ์,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU487,หน่วยจัดการต้นน้ำปราณบุรี,12.612043,99.546844,เพชรบุรี-ประจวบคีรีขันธ์,แม่น้ำปราณบุรี ( ลุ่มน้ำสาขา ),ป่าเด็ง,แก่งกระจาน,เพชรบุรี,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU488,หน่วยจัดการต้นน้ำปากพนัง,8.2542,99.803406,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4,หินตก,ร่อนพิบูลย์,นครศรีธรรมราช,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU489,หน่วยพิทักษ์อุทยานแห่งชาติ ตย. ๔ (เขาทง),8.33562,99.70955,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4,เขาแก้ว,ลานสกา,นครศรีธรรมราช,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU490,ศูนย์ศึกษาและพัฒนาป่าไม้ห้วยทราย,12.669511,99.91219,เพชรบุรี-ประจวบคีรีขันธ์,แม่น้ำเพชรบุรีตอนบน,สามพระยา,ชะอำ,เพชรบุรี,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิทุนประทาน
MOU491,ที่ทำการอุทยานแห่งชาติน้ำตกห้วยยาง,11.62575,99.61433,เพชรบุรี-ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์ส่วนที่ 1,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU492,หน่วยพิทักษ์อุทยานแห่งชาติที่ หย. ๒ (น้ำตกขาอ่อน),11.4481,99.41958,เพชรบุรี-ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์ส่วนที่ 1,ชัยเกษม,บางสะพาน,ประจวบคีรีขันธ์,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU493,สะพานคลองปง (คีรีวง),8.4339,99.7833,null,null,กำโลน,ลานสกา,นครศรีธรรมราช,W,2024-04-03 16:12:03,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU494,สะพานบ้านคีรีวง คลองท่าดี,8.43295,99.7826,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4,กำโลน,ลานสกา,นครศรีธรรมราช,W,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU495,หน่วยพิทักษ์ป่าบางพัน,8.509999,98.91024,ภาคใต้ฝั่งตะวันออกตอนบน,คลองอิปัน,ปลายพระยา,ปลายพระยา,กระบี่,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU496,ที่ทำการอุทยานแห่งชาติใต้ร่มเย็น,8.87205,99.47696,ภาคใต้ฝั่งตะวันออกตอนบน,แม่น้ำตาปีตอนล่างส่วนที่ 2,ลำพูน,บ้านนาสาร,สุราษฎร์ธานี,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU497,หน่วยพิทักษ์ป่าเขาชาลี,9.227045,98.52561,ภาคใต้ฝั่งตะวันออกตอนบน,คลองพระแสง,เขาพัง,บ้านตาขุน,สุราษฎร์ธานี,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU499,ศูนย์ศึกษาการพัฒนาการอนุรักษ์ต้นน้ำลุ่มน้ำภาตใต้ฝั่งตะวันออกตอนบน,9.75176,98.64635,ภาคใต้ฝั่งตะวันออกตอนบน,คลองหลังสวน,ปากทรง,พะโต๊ะ,ชุมพร,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU500,เขตรักษาพันธุ์สัตว์ป่า อุทยาน เสด็จในกรม กรมหลวงชุมพร ด้านทิศเหนือ (ตอนล่าง),10.90971,99.12433,ภาคใต้ฝั่งตะวันออกตอนบน,คลองท่าตะเภา ( ลุ่มน้ำสาขา ),สลุย,ท่าแซะ,ชุมพร,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU501,หน่วยป้องกันรักษาป่า ที่ สฎ. ๑๖ (เกาะสมุย),9.47909,99.9874,null,null,หน้าเมือง,เกาะสมุย,สุราษฎร์ธานี,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สมาคมภริยาทหารเรือ
MOU502,ที่ทำการเขตรักษาพันธุ์สัตว์ป่าโตนงาช้าง,6.9435725,100.25049,ทะเลสาบสงขลา,ทะเลสาบสงขลา ( ลุ่มน้ำสาขา ),ฉลุง,หาดใหญ่,สงขลา,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU505,หน่วยพิทักษ์อุทยานแห่งชาติที่ ขป. ๕ (บ้านในเตา),7.8944,99.70658,ภาคใต้ฝั่งตะวันตก,แม่น้ำตรัง,หนองปรือ,รัษฎา,ตรัง,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU506,หน่วยพิทักษ์ป่าเขาประ (แผ่นดินเสมอ),7.99341,99.26644,ภาคใต้ฝั่งตะวันตก,คลองท่อม,พรุดินนา,คลองท่อม,กระบี่,R,2023-10-31 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,สมาคมแม่บ้านตำรวจ
MOU507,ที่ทำการอุทยานแห่งชาติ.เขาพนมเบญจา,8.24044,98.91483,ภาคใต้ฝั่งตะวันตก,ภาคใต้ฝั่งตะวันตกส่วนที่ 2,ทับปริก,เมืองกระบี่,กระบี่,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU509,เขตรักษาพันธุ์สัตว์ป่า อุทยาน เสด็จในกรม กรมหลวงชุมพร ด้านทิศใต้,10.5135,98.91106,ภาคใต้ฝั่งตะวันตก,แม่น้ำกระบุรี ( ลุ่มน้ำสาขา ),จ.ป.ร.,กระบุรี,ระนอง,R,2023-10-31 10:56:33,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
MOU510,น้ำตกโตนแพรทอง,7.48415,99.8918,null,null,ลำสินธุ์,ศรีนครินทร์,พัทลุง,W,2024-04-02 00:00:00,-,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก,มูลนิธิอาสาเพื่อนพึ่ง (ภาฯ) ยามยาก สภากาชาดไทย
